path,bytes,sha256
code/scripts/run_mappo_lagrangian_formal_matrix.sh,1507,f45ff58fc2eaf8e0cc5902949eac508dc5e18fac2947bc3346c367b4a107cf49
code/scripts/run_mappo_lagrangian_quad_swarm.sh,537,1958ec6ccf170ac6791481dd9a9168f84b8aba8b7143d5bf5a05cb25154ff6ae
code/scripts/run_mat_quad_swarm.sh,691,004751cf6e32316f63bcac440ee6b7d1423be8ca5247b22cdc79b2607a56d53a
code/scripts/run_mat_quad_swarm_formal_baselines.sh,1829,deeb6ea340e4cb230e62b95ac5c95fe2335614d197dca8b0faef92c84db06d6d
code/scripts/run_onpolicy_quad_swarm_baselines.sh,5098,9053694054ef953056c94bfdd9f06eb9af1d1a580d6ca8e527306c99f0aab05d
code/scripts/run_sa_rb_gca_expert_pool_static_obstacle8.py,7555,8bffd88878bc59b26e9af1910556fb15ae30670ce438dcd11935e3c3efabf100
code/scripts/run_sa_rb_gca_expert_pool_static_obstacle8.sh,5074,aa3b9e86ab631596bcfec29acba7fd41f2944b9b344c282758c6be4d90ab3e23
code/scripts/summarize_policy_eval.py,2955,0cba22edf15115dc39971f0c6d8f5d9df7728b567edccdd053019106bffb64df
code/scripts/train_action_conditioned_outcome_critic.py,17944,5633e4f27b4864bb5d129fc4d49f28259270b7a912e11d95651a582104416bf1
data/final_group_summaries/HATRPO/obstacle_4_harl_eval_group_summary.csv,1717,c0d6e593d94d85f793f4311fc5a979587826dd4c32ad7ee6cad05e874742524f
data/final_group_summaries/HATRPO/obstacle_8_harl_eval_group_summary.csv,1717,5cb5f770189cd2ec434baaa88bac5596b4b6e59e6227eaa9cd08f9e4e21b15a8
data/final_group_summaries/HATRPO/static_4_harl_eval_group_summary.csv,1730,d5367290b06b8e8ad3943959b6468d32fa86d1753b631cc2e55ef7778385a314
data/final_group_summaries/HATRPO/static_8_harl_eval_group_summary.csv,1718,a76ef9deaf90da8c8068e14825ae81fd949119a903ec6bc0bc593f2c7ad68109
data/final_group_summaries/IPPO/obstacle_4_onpolicy_eval_group_summary.csv,1718,f6b81da6a95daedba595522ae65695f51cb1f3457f020b717a4ca3b23d56a139
data/final_group_summaries/IPPO/obstacle_8_onpolicy_eval_group_summary.csv,1725,f205aa0677ac297d3e2060857b2c0d306e23fc9c624bdf0ce73b406c6b5ca19d
data/final_group_summaries/IPPO/static_4_onpolicy_eval_group_summary.csv,1715,6e51b58e4c1abdafb4cf59544f2ea86671e210957ef929acf5a514a4e4ad4ae5
data/final_group_summaries/IPPO/static_8_onpolicy_eval_group_summary.csv,1723,1778cc1a5c1d92ccf1b6ef935796a6ff5b1a1a892e8a6824fccc54f9eb7b82d2
data/final_group_summaries/MAPPO-Lagrangian/obstacle_4_onpolicy_eval_group_summary.csv,1690,12cd001a2ccd44f1f142b88d4889f557954b70411c4f98254f5e1c3b461f62c8
data/final_group_summaries/MAPPO-Lagrangian/obstacle_8_onpolicy_eval_group_summary.csv,1719,d1d3876d5d5adc5da33495a5c4038394202191c815e0edf188a20c75f95e7aa4
data/final_group_summaries/MAPPO-Lagrangian/static_4_onpolicy_eval_group_summary.csv,1739,503184de3e89454b5de37963101772929b1f5df0d764db58e2eaecaed1f944de
data/final_group_summaries/MAPPO-Lagrangian/static_8_onpolicy_eval_group_summary.csv,1747,681c76ca31fa7337b829deb9e1e11e3878ec0b65509e50c9deaeb374889fe890
data/final_group_summaries/MAPPO/obstacle_4_onpolicy_eval_group_summary.csv,1664,124cf9b5c64cf7391566abf6f53c51729c456c50afb0887002b0cd1f8be044aa
data/final_group_summaries/MAPPO/obstacle_8_onpolicy_eval_group_summary.csv,1725,f4ec42347bb39ce9932a5f29b0ed8babc057f05fd49371d66685df6a9f526f15
data/final_group_summaries/MAPPO/static_4_onpolicy_eval_group_summary.csv,1724,9d867c4074671e5e02771230440b279723e5f59b5cafa20d9fd279ec2ea8d4fa
data/final_group_summaries/MAPPO/static_8_onpolicy_eval_group_summary.csv,1729,b8703b709149ce8f65bf585cf790c5d23d44ab6c7d5454018fe3c62fee12380d
data/final_group_summaries/MAT/obstacle_4_onpolicy_eval_group_summary.csv,1669,95c6a73adb8dd2d769af82510b337a5a9dd6cade4b072314a7211979e9dbae23
data/final_group_summaries/MAT/obstacle_8_onpolicy_eval_group_summary.csv,1706,fd9cae86fa156750d04307f39f74f254943d9bd7ab40d11fd5930b64e6af1a88
data/final_group_summaries/MAT/static_4_onpolicy_eval_group_summary.csv,1652,92c636b501d349dbfeb9d2367af6781c6008e5186632da989d82589a9ec4a4ce
data/final_group_summaries/MAT/static_8_onpolicy_eval_group_summary.csv,1720,a00064d034bf0a515b3af7b5445dc6c5a249d0b0eac96a757270ed8cba610771
data/final_group_summaries/SA-RB-GCA/obstacle_4_sa_rb_gca_expert_pool_group_summary.csv,1839,c47529922507f8276cb163a38dd4b5c9ed0817175438bc27e551b89893475c49
data/final_group_summaries/SA-RB-GCA/obstacle_8_sa_rb_gca_expert_pool_group_summary.csv,1816,1b8999b105e586a9278d3ba0ea0bca498c6375a9a4b4bbe72b1014d835069e9d
data/final_group_summaries/SA-RB-GCA/static_4_sa_rb_gca_expert_pool_group_summary.csv,1858,553c6537b3437d011fae0b2ad0d928c4847394bdeb53f9a00bfaa316011a9f89
data/final_group_summaries/SA-RB-GCA/static_8_sa_rb_gca_expert_pool_group_summary.csv,1857,d4c8bc5bf3508a2a3583a4323a26c2e4b0708f70abd57f864e8d6b13654f4971
data/final_seed_summaries/HATRPO/obstacle_4/quad_eval_seed0_eval_summary.csv,884,c704b3e780c705f2d22741da5f7285bf9d13a0e3de312fd04aca4e3abd830f6f
data/final_seed_summaries/HATRPO/obstacle_4/quad_eval_seed1111_eval_summary.csv,890,bfd956ebb37b84f8b760386e178e2c6c9b51aa3cd399fd5942a2a5838909d756
data/final_seed_summaries/HATRPO/obstacle_4/quad_eval_seed2222_eval_summary.csv,872,5e953d010460b3ac565fb82345d09534660726db17e05e4625b0b1b2a795b316
data/final_seed_summaries/HATRPO/obstacle_4/quad_eval_seed3333_eval_summary.csv,868,e6ef5afd5ea193f05b53b03319f67b14944fbd7e5f01d1bc8b127c1ae41c98ad
data/final_seed_summaries/HATRPO/obstacle_8/quad_eval_seed0_eval_summary.csv,888,716532d9eb2b356d426e81a996c0d4b6a86e31eb8bc8dbf4270c078ad5e3d0ad
data/final_seed_summaries/HATRPO/obstacle_8/quad_eval_seed1111_eval_summary.csv,895,e2012f4d910dc3311d1bb979972257319962e6e92b8dbb174232ae8f1639570e
data/final_seed_summaries/HATRPO/obstacle_8/quad_eval_seed2222_eval_summary.csv,891,fc804a4a31a520176f34d517668a4a15a898369ac866d083c79da336aee8017a
data/final_seed_summaries/HATRPO/obstacle_8/quad_eval_seed3333_eval_summary.csv,874,3e2eb34cb1d5b66ea22d69587e448bab870566da22bc993916b76d651c15e136
data/final_seed_summaries/HATRPO/static_4/quad_eval_seed0_eval_summary.csv,881,0d529c1248cc4616bbb7371f84452411c318343f18a73fd063989705ff863178
data/final_seed_summaries/HATRPO/static_4/quad_eval_seed1111_eval_summary.csv,896,ba878408744f5c8f415d1a4a7eb44167e9b84cc7be2ee1d5230fed95d20972d6
data/final_seed_summaries/HATRPO/static_4/quad_eval_seed2222_eval_summary.csv,872,9604e03cbff4675da92177c988abbfb8a28f8d1f9b04a34f23f38ebfe0c465ce
data/final_seed_summaries/HATRPO/static_4/quad_eval_seed3333_eval_summary.csv,894,60d58d1c90a5baa59138d9ef5bacad703ab4bf7d6e8d6f2a12ecc49f6ab1fac0
data/final_seed_summaries/HATRPO/static_8/quad_eval_seed0_eval_summary.csv,884,171099bbd5f714c6dfdddb05f9e848476c20163c3f65788c17fd282b0d859f4b
data/final_seed_summaries/HATRPO/static_8/quad_eval_seed1111_eval_summary.csv,891,3af6177359ead4215c03b0c7ee6e5437c49297c473b21e0027e566c5d0471c1d
data/final_seed_summaries/HATRPO/static_8/quad_eval_seed2222_eval_summary.csv,894,c3840b989a4722d72d334f1684aea7a0cfd0ff8c3f4f8d2bbf1830c8b9739145
data/final_seed_summaries/HATRPO/static_8/quad_eval_seed3333_eval_summary.csv,890,036e64a3504ad35485886572a597591679654593e1a2490542e23a6fec86f7c7
data/final_seed_summaries/IPPO/obstacle_4/quad_eval_seed0_eval_summary.csv,870,5a4761339d106f67e194f9cccf60b9960cd53206d9f7c68e142139fdea77eb94
data/final_seed_summaries/IPPO/obstacle_4/quad_eval_seed1111_eval_summary.csv,856,400aae98f0b33e70c5885434cf5ae05cd680bf1eef18fd3d6b8da565f633b2a5
data/final_seed_summaries/IPPO/obstacle_4/quad_eval_seed2222_eval_summary.csv,876,ffd3f101f784555b04a9d7a7906ac21ad58672367ccb2fd2b1f6a78c94026365
data/final_seed_summaries/IPPO/obstacle_4/quad_eval_seed3333_eval_summary.csv,876,ece8413c76afffdb7a7e03967d484967c0760cd660aeb927c902110a1c3ee7e4
data/final_seed_summaries/IPPO/obstacle_8/quad_eval_seed0_eval_summary.csv,849,e55bb0aa889c9a3e67c6aa170a617128828d2d6175974e0bad5549dd37227f1f
data/final_seed_summaries/IPPO/obstacle_8/quad_eval_seed1111_eval_summary.csv,877,f17c967becbf849d0d181329f8af7d133d9e1027257bc1f29f2908667177d28c
data/final_seed_summaries/IPPO/obstacle_8/quad_eval_seed2222_eval_summary.csv,857,6021d0ba90ccaf7ccb0928dab8ce4a733b5a8fcaafc712f511f8822b5921a01b
data/final_seed_summaries/IPPO/obstacle_8/quad_eval_seed3333_eval_summary.csv,878,719cd0b069305a42b46167fe2b70ccbf8165f0fe45d1be7a0a6a191f3e76a855
data/final_seed_summaries/IPPO/static_4/quad_eval_seed0_eval_summary.csv,871,3f2b54adccc82f3e93b27af50fc98b6f31475f71093a0454b3cbca93cdd22cad
data/final_seed_summaries/IPPO/static_4/quad_eval_seed1111_eval_summary.csv,873,06c07b010ce2180125021655d467ade62e0514052c680516de0a937bfd15790b
data/final_seed_summaries/IPPO/static_4/quad_eval_seed2222_eval_summary.csv,876,c2d3311e928e8a73104ec728e47ef672f6589796b746050ae8c7ea6390fd68c1
data/final_seed_summaries/IPPO/static_4/quad_eval_seed3333_eval_summary.csv,868,7241e62f35f30e4159c8132e263713688727094e65ba4f083056ef7d32eea7b1
data/final_seed_summaries/IPPO/static_8/quad_eval_seed0_eval_summary.csv,869,a589e156eaacd70dc1e1849f7d7342c24288fb2b58c996e4977f0b1d061099e5
data/final_seed_summaries/IPPO/static_8/quad_eval_seed1111_eval_summary.csv,870,76349f4993e719a8f3338280d0f304e3d6c86e40920e7382b616421ab8ee4b2c
data/final_seed_summaries/IPPO/static_8/quad_eval_seed2222_eval_summary.csv,882,5691d6ac54f04d2e697e9347afcd3821ebaacbde4ac58960f505bfa3e8073b67
data/final_seed_summaries/IPPO/static_8/quad_eval_seed3333_eval_summary.csv,876,166bab6696c77222976dbc1188a0b6837ca978203519c68407692306849c88a6
data/final_seed_summaries/MAPPO-Lagrangian/obstacle_4/quad_eval_seed0_eval_summary.csv,873,91d52a17866befc625bb965aa5cec8ec3d5347dde78f70717e6ede348be14f9f
data/final_seed_summaries/MAPPO-Lagrangian/obstacle_4/quad_eval_seed1111_eval_summary.csv,876,03c5618a04c4267ae65c07d44a847ab8a9712f114c90644c0761c8162d7f4973
data/final_seed_summaries/MAPPO-Lagrangian/obstacle_4/quad_eval_seed2222_eval_summary.csv,881,cfa5ddee3028e6f9b640a095dbc2dce3d73083f32acd06e4bdd3c3d92d58c85c
data/final_seed_summaries/MAPPO-Lagrangian/obstacle_4/quad_eval_seed3333_eval_summary.csv,882,d80b3a0fce0cbf4430bc4217df9cae64b66744eacba7c7f9aaa240aae82d12bf
data/final_seed_summaries/MAPPO-Lagrangian/obstacle_8/quad_eval_seed0_eval_summary.csv,868,ad38b685d87203ad2de6991544e99efac31e6ae66f000af53017c1608dc959aa
data/final_seed_summaries/MAPPO-Lagrangian/obstacle_8/quad_eval_seed1111_eval_summary.csv,901,c223e5dc930abc2af805ef98110f3adeefe863b83a644c889d4647cf8b0095b4
data/final_seed_summaries/MAPPO-Lagrangian/obstacle_8/quad_eval_seed2222_eval_summary.csv,877,7ef0088e72b105ca1fb205a6290336fdf30ef784f93827199d2f1d8f84124668
data/final_seed_summaries/MAPPO-Lagrangian/obstacle_8/quad_eval_seed3333_eval_summary.csv,869,f349b990620619d048c7517f73b150785d7fca364cb790009d2ee42ceec45eac
data/final_seed_summaries/MAPPO-Lagrangian/static_4/quad_eval_seed0_eval_summary.csv,893,d986532770ca9c2a81ff2a49fcd07f1be43dd11dca6c303b52b90e213e669f35
data/final_seed_summaries/MAPPO-Lagrangian/static_4/quad_eval_seed1111_eval_summary.csv,901,49739064ece3f057b4af9c8dd4fd460c7269670f0ef18df21d292cdb6db58f08
data/final_seed_summaries/MAPPO-Lagrangian/static_4/quad_eval_seed2222_eval_summary.csv,899,7f1f8ecc7395f4abc977a503a1dac34ee0dc7163784277a3bf8f9d468b06432a
data/final_seed_summaries/MAPPO-Lagrangian/static_4/quad_eval_seed3333_eval_summary.csv,900,97f5b40e8e8a5749557fe634b83a121835b43bf24ba8e5cfe5ff1dbb42faa7c3
data/final_seed_summaries/MAPPO-Lagrangian/static_8/quad_eval_seed0_eval_summary.csv,895,02c3deb494889a50470bf8693ca789ac3a58d495bb3433e606fe4ec20fc30cbf
data/final_seed_summaries/MAPPO-Lagrangian/static_8/quad_eval_seed1111_eval_summary.csv,903,7333fc54599bc00e755b8eb1924a7040430888c50564a89d71319395e9e2fc60
data/final_seed_summaries/MAPPO-Lagrangian/static_8/quad_eval_seed2222_eval_summary.csv,903,db644b67e03bafe511480bc39b8a129f970f83a9874de8bd4cf4a0572c44dc54
data/final_seed_summaries/MAPPO-Lagrangian/static_8/quad_eval_seed3333_eval_summary.csv,902,2542956f6d36fc566ec51b2d2da399597fbc49c9eeb2a986aeac2830f26fbbfb
data/final_seed_summaries/MAPPO/obstacle_4/quad_eval_seed0_eval_summary.csv,847,6421f56dac332a6d6aefe0b052ad4b9455e2ad8820840da88cfc81c69e7e6ba3
data/final_seed_summaries/MAPPO/obstacle_4/quad_eval_seed1111_eval_summary.csv,859,62ab2d9862d497f04368d0b6d75ed67fcb6c7909b47cff5ba79f07dcfde9d1bf
data/final_seed_summaries/MAPPO/obstacle_4/quad_eval_seed2222_eval_summary.csv,856,2b511747c5175402a4ba31ab8d64f83bcaf72a5e7cb3a80578f893ea4bf69085
data/final_seed_summaries/MAPPO/obstacle_4/quad_eval_seed3333_eval_summary.csv,856,bd1b7e2228d10c67f5cc40c01a55faec9e60acf5491ca9fe2bf94e51a97075bc
data/final_seed_summaries/MAPPO/obstacle_8/quad_eval_seed0_eval_summary.csv,852,75b44cba34210c18eed1510d317aea5946ea4b9172a048081cb7695a5c65edcf
data/final_seed_summaries/MAPPO/obstacle_8/quad_eval_seed1111_eval_summary.csv,873,ff92dd426fe9bd886bdc30182feb7ad650b6ef71c94219da92df24aa5b4f7fd8
data/final_seed_summaries/MAPPO/obstacle_8/quad_eval_seed2222_eval_summary.csv,854,324c274db40eed9b25ced8e711d5708c8ffe9930e968d52b7689d1b0a7bd976d
data/final_seed_summaries/MAPPO/obstacle_8/quad_eval_seed3333_eval_summary.csv,876,b6e086af898efb4545e8833deaa0e6fd6e3b59f5762fcc27f0c4cd5f92e96b6d
data/final_seed_summaries/MAPPO/static_4/quad_eval_seed0_eval_summary.csv,873,09cc7a2ea08c734962120803a53611f2072aa85e8390e4f5416502bacf466f1f
data/final_seed_summaries/MAPPO/static_4/quad_eval_seed1111_eval_summary.csv,876,98cc6394de0f7ec847baafc9c0b701ec491325170d5f8fccea751fc211b25736
data/final_seed_summaries/MAPPO/static_4/quad_eval_seed2222_eval_summary.csv,874,ff199ae612d2724e5cea957db41a8e6511535e7e16b5511d865b4df587411d42
data/final_seed_summaries/MAPPO/static_4/quad_eval_seed3333_eval_summary.csv,854,9163e251800c2d1959fb2f61ac4529bc1f0d024ea756752ae80592cefd6d6652
data/final_seed_summaries/MAPPO/static_8/quad_eval_seed0_eval_summary.csv,873,0d42773fa7bb6eaf8dad245fb98c5bf468e8dd9aa1f63aecb24baf9cfe4cceed
data/final_seed_summaries/MAPPO/static_8/quad_eval_seed1111_eval_summary.csv,878,6524b1b1429f707b72cd8f3bd99b3c48830087c3a41f5896f6c568baccd51ebd
data/final_seed_summaries/MAPPO/static_8/quad_eval_seed2222_eval_summary.csv,880,22586ece5cd944a30ffb9acb042eb9c611d895c0900664cbf1035807e81bfe77
data/final_seed_summaries/MAPPO/static_8/quad_eval_seed3333_eval_summary.csv,881,79a2819b8e3110d220d9131133fa97f267533f0d7c7126b5f1f95f76b24046e5
data/final_seed_summaries/MAT/obstacle_4/quad_eval_seed0_eval_summary.csv,849,f8449341d5a477b2d7f6b07ede8c1b61dff7e691b29f1320a80f6dd36183a9b5
data/final_seed_summaries/MAT/obstacle_4/quad_eval_seed1111_eval_summary.csv,822,fa188e70e35a2a64708e49bf3cf6f00596d8e43ad6b73e5a98c8f4cf5da14075
data/final_seed_summaries/MAT/obstacle_4/quad_eval_seed2222_eval_summary.csv,820,f7806321dc696e612f7a8f6afb2104ebdb5c1f827a0eca35a9f13c4419e44f93
data/final_seed_summaries/MAT/obstacle_4/quad_eval_seed3333_eval_summary.csv,851,831ecb62826ad69a68b6cfb065f0c5f7f1a8217291d96675577df988bd672845
data/final_seed_summaries/MAT/obstacle_8/quad_eval_seed0_eval_summary.csv,833,861896cea15be6d4f114c3aebbde1fdc7f3c950ad5c025fd2249e2c067bc09b2
data/final_seed_summaries/MAT/obstacle_8/quad_eval_seed1111_eval_summary.csv,854,1980bf497c06ae22d1ddec095be671a044729b3bdee5271103364d19c7afa928
data/final_seed_summaries/MAT/obstacle_8/quad_eval_seed2222_eval_summary.csv,853,c1041b0388223fdee3ca812015fd39d52188fe9e647002c2c158c6ee3f468ca0
data/final_seed_summaries/MAT/obstacle_8/quad_eval_seed3333_eval_summary.csv,853,784de5fa68429e0ffc2bb6acfbb03b5c8145273260e7612e5b3276ec51aa9e2e
data/final_seed_summaries/MAT/static_4/quad_eval_seed0_eval_summary.csv,838,9023127941f6b1d00fc9c3778d0a30e3e1ecb95abdb9751362765d282946b61e
data/final_seed_summaries/MAT/static_4/quad_eval_seed1111_eval_summary.csv,846,e14e46a8900269015b652ec627f37b9d54cd9f57ad90fc3bc43cf5cdf5722535
data/final_seed_summaries/MAT/static_4/quad_eval_seed2222_eval_summary.csv,842,da5735abf82e8a9c45b5465dee32606aeb666694abe1ef03f6274300c1c9e98d
data/final_seed_summaries/MAT/static_4/quad_eval_seed3333_eval_summary.csv,845,b8fecddfcc27150447e9342e8a00462ec4cff00a744f4f1f3a963a68d5ad4577
data/final_seed_summaries/MAT/static_8/quad_eval_seed0_eval_summary.csv,864,1f6995eef5e4dc3274799b5424f495d00d785aca07673eedec64f2421e6850d1
data/final_seed_summaries/MAT/static_8/quad_eval_seed1111_eval_summary.csv,877,f0783523da598b1db49c04154b5fc5df7008b5854a3f4a32dc1b8c805cf673c5
data/final_seed_summaries/MAT/static_8/quad_eval_seed2222_eval_summary.csv,876,5097b89e0bc814837e0cfd1b8235fd880e8c486b4b1b05bab63d690b0bd42a39
data/final_seed_summaries/MAT/static_8/quad_eval_seed3333_eval_summary.csv,861,f369c23fa62540ea68c2b5582f2dd3503cf5a1a63a2ce004dc4f7b4f7cfa7488
data/final_seed_summaries/SA-RB-GCA/obstacle_4/quad_eval_seed0_eval_summary.csv,33826,4f6d6fe8e2631fca92301c069afced6ec23e9dc0ad90f63c0e6f16cffee0cc25
data/final_seed_summaries/SA-RB-GCA/obstacle_4/quad_eval_seed1111_eval_summary.csv,21269,ee8f13c9ee1e30c70ea1dabd41435f71c3e91c3cc1e63b8e4dd0febf17a74c64
data/final_seed_summaries/SA-RB-GCA/obstacle_4/quad_eval_seed2222_eval_summary.csv,28782,cd592a242422124efbaca9110d239c66342184569c86efc3221778d4678a7688
data/final_seed_summaries/SA-RB-GCA/obstacle_4/quad_eval_seed3333_eval_summary.csv,26979,163efe49417fbdd217431880a9d233b33fe42f200f92e3a41764c614aa2cd507
data/final_seed_summaries/SA-RB-GCA/obstacle_8/quad_eval_seed0_eval_summary.csv,29435,107c3145a6288b5910e06d6148a72e2ede75bda1590bb5c7d5e08b6a2c3c932a
data/final_seed_summaries/SA-RB-GCA/obstacle_8/quad_eval_seed1111_eval_summary.csv,32403,d71000d74aa4e75acada2fea12f1b51133536a5859f6724b63931d2fc50e9100
data/final_seed_summaries/SA-RB-GCA/obstacle_8/quad_eval_seed2222_eval_summary.csv,31066,60a3373f1843305333997974ba62438da75e64f466ee782c54df330947d1c903
data/final_seed_summaries/SA-RB-GCA/obstacle_8/quad_eval_seed3333_eval_summary.csv,28279,9cc76493463da310c4c749aa6053c67fe7a483e6e2518833c328c3b62545b3e2
data/final_seed_summaries/SA-RB-GCA/static_4/quad_eval_seed0_eval_summary.csv,34836,6a0a25546bbb2ec9566a1922bce40e3fb046b7c524eb65efc6b414a493e02c45
data/final_seed_summaries/SA-RB-GCA/static_4/quad_eval_seed1111_eval_summary.csv,38134,d50b242863da2b3a92f22e58283481cc8e2a9d9bd4f7c4aa5603e427c3706be9
data/final_seed_summaries/SA-RB-GCA/static_4/quad_eval_seed2222_eval_summary.csv,33251,5d09c03e339e2d9b729eabf0c1c8a6df2f4dea3a70e203afe05efb8aa9b83eda
data/final_seed_summaries/SA-RB-GCA/static_4/quad_eval_seed3333_eval_summary.csv,35553,3e380cfbf11a581dc8ef60af4a44c615450ac3c6d6f1e4a9a0a00136a2ee728e
data/final_seed_summaries/SA-RB-GCA/static_8/quad_eval_seed0_eval_summary.csv,33639,485d2fee076b0218d4a7a67c669a65341aaa1013bcef7ec8345a7e31da5d334b
data/final_seed_summaries/SA-RB-GCA/static_8/quad_eval_seed1111_eval_summary.csv,34303,434b3d7bbec0423d577ed2286aa54533c4618a6d1ccf2f33ba07fa23d2061087
data/final_seed_summaries/SA-RB-GCA/static_8/quad_eval_seed2222_eval_summary.csv,34807,2cd100c8207c345883f1365a743e46de234db8d1a5c766bbe8f117100e56b736
data/final_seed_summaries/SA-RB-GCA/static_8/quad_eval_seed3333_eval_summary.csv,34068,ca02df116026a51486f0dc29779741a028782ba1d66de66e3db3e946c466f244
data/statistics/obstacle8_sa_rb_gca_vs_mappo_bootstrap_ci.csv,1271,18361517475f2ca7d5a2427a3c80c1fcac24bbf018e2a685ee2d96f48f340011
data/statistics/obstacle8_sa_rb_gca_vs_mappo_paired_seed_deltas.csv,1534,353cacbd8cdf8bf245d1429fe99b757054ed2042860c1c6f6bc784a2788edd8b
data/tables/final_results_long.csv,7094,91431d4e7e4e71240d65c80c9d37904a6b005795fbfb4b145d678da68ce5d134
data/tables/paper_final_results_compact.csv,3549,900b661ba8420a172f5a9dda579b7064cc697738ecc98cae45b32df0d182dc00
data/tables/paper_main_vs_best_baseline_by_scenario.csv,804,dc2ab8a6c2ba16fdafe29e344dab5dc8062ab29075b641736b503dbf31d6d778
docs/EXPERIMENTS.md,2044,06a470a65619cb1419f6920e663b3fe96cba5aa3d74940b7d85b2ad0273231f3
docs/METHOD.md,2615,0ae4bb23303fec9ab971773dca125b7092b13c2b4c5c0b8a47d46c16f218bc31
docs/RESULTS.md,1918,bb7f1966f1ef7329994a17411d5408e4c79f62f9165ca4b16a454552415aef69
docs/source_reports/SA_RB_GCA_paired_bootstrap_CI_4seeds_final_2026-07-09_130736.md,1632,c5b495fdd0e45bc84fab304cae0b75edd4ad79965765c8c037cf60011f701a62
environment/ENVIRONMENT.md,1103,7324e50ff771c9f5db0504bb4f5eabf65cfaf81b23b2941df9eff0dced29cacf
environment/pip_freeze.txt,2502,dad8e7571dbb97c2e24027e78f533401839780fa0c58a25b437826892fb60935
environment/python_version.txt,14,46013688dc6816ee6935343b6974f8bd34c0ada4fe43554f5c0a772d7e8f0b1e
manifests/CHECKPOINT_MANIFEST.md,1063,460deddbf3711cbd2c4327473a3188017289e1b49da0dcde4ae97f26a4bcf33a
manifests/data_manifest.csv,27008,d2c544d8765a9062b82b0d08a65d00b72ef492ba147f521a3ee452f79ef85a45
reproduce/REPRODUCE.md,3068,eca59b268176e75e98dac91c49aef1aa8731c805836624042a38a23484212574
reproduce/build_package_manifest.py,1578,b261ee0b969efdf6dec76a305375d012088f4380d4f14c344037fdbf3835b91e
reproduce/verify_package.py,4155,43b5c27911843f753161b1b2cf7c8e5d91284d5ce450d398ef5537bd6aec9ea3
